academy award,x,x,x,x
access card,0,0,1,1
accounting book,0,0,0,0
acting course,0,0,0,0
action figure,x,x,x,x
action film,1,0,1,0
action movie,1,0,1,1
adjustment process,0,0,0,0
advertising contract,0,0,0,0
advertising designer,0,0,0,0
advertising purpose,0,0,0,0
age limit,0,0,1,1
air bag,1,1,1,1
air force,1,x,x,1
air mail,1,0,1,1
alcohol bottle,0,0,0,0
animal anatomy,0,0,0,0
animal bones,0,0,0,0
animal brain,0,0,0,0
animal life,0,0,0,0
animal matter,0,0,0,0
ankle injury,0,0,0,0
approval rating,0,1,0,0
approval requirements,0,0,0,0
arcade game,x,1,1,x
area director,0,1,0,0
arm wrestling,0,1,1,1
army camp,0,1,1,0
army officer,0,1,0,0
art collection,0,0,0,0
art form,0,0,1,0
art school,0,0,0,0
art group,0,0,0,0
assembly line,1,1,1,1
attack damage,0,1,0,0
automobile accident,0,0,0,0
back door,0,1,1,1
back pain,0,0,1,0
back pocket,0,0,0,0
background check,1,1,1,1
background color,0,0,0,0
background target,0,0,0,0
backup anchor,0,0,0,0
backup file,0,0,0,0
backup operation,0,1,0,0
backup repository,0,1,0,0
band aid,x,x,x,x
band member,0,1,0,0
bank account,0,1,1,1
bank building,0,0,0,0
bass player,0,0,0,0
bastard son,0,0,0,0
battle cry,x,x,x,x
bead maker,0,0,0,0
belief system,1,1,1,1
bird species,0,0,0,0
birth certificate,1,1,1,1
birth control,1,1,1,1
birth defect,0,0,0,0
birth name,0,0,1,1
birth place,0,1,1,1
blank shells,x,x,x,x
blood bath,x,x,x,x
blood cell,0,1,1,0
blood pressure,0,1,1,1
blood sugar,0,1,1,1
blood test,0,1,0,1
board game,1,x,1,1
boat house,1,1,1,1
body fat,0,1,0,1
body language,0,1,1,1
body mass,0,1,0,1
body parts,0,0,0,0
body structure,0,1,0,0
body symmetry,0,0,0,0
body wall,0,x,1,1
body whorl,x,x,x,x
boiling process,0,0,0,0
bomb burst,0,0,0,0
bone marrow,x,1,1,x
bone problem,0,0,0,0
bony fish,0,0,0,0
book character,0,0,0,0
book review,0,0,0,0
border guards,0,0,0,0
bounty hunter,x,1,1,x
bow saw,1,x,1,1
bowl shape,0,0,0,0
box office,x,x,x,x
brain death,0,0,1,1
brain drain,x,x,x,x
brain volume,0,0,0,0
brand awareness,0,0,1,1
brand image,x,0,1,x
brand name,x,0,1,x
brass knuckles,x,x,x,x
break point,x,x,1,x
breast cancer,0,0,0,0
bridge structure,0,0,0,0
brightness scale,0,0,0,0
building blocks,x,1,1,1
building window,0,0,0,0
bull market,x,x,x,x
bullet hole,0,0,1,0
bullet proof,1,1,1,1
bulletin board,1,0,1,1
burial place,0,0,0,0
bus service,0,0,0,0
bus stop,1,1,1,1
bus system,0,0,0,0
bus terminal,0,0,0,0
bus travel,0,0,0,0
bus types,0,0,0,0
business activity,0,0,0,0
business associate,0,0,0,0
business computer,0,0,0,0
business contact,0,0,0,0
business deal,0,0,0,0
business law,0,0,0,0
business leader,0,0,0,0
business man,1,1,1,1
business model,0,1,1,1
business news,0,0,0,0
business park,x,x,1,x
business plan,1,0,1,1
business representative,0,0,0,0
business trip,0,0,0,0
cable car,1,1,1,1
cadet branch,x,x,x,x
calendar year,0,1,1,1
call centre,x,x,1,1
calorie intake,0,0,1,1
camp rules,0,0,0,0
cancer insurance,0,0,0,0
cancer screening,0,0,1,1
cancer specialist,0,0,0,0
capital crime,x,1,x,0
capital market,x,x,1,x
capital punishment,x,1,x,x
car chase,0,1,1,1
car door,0,0,0,0
car key,0,1,0,0
car maker,0,0,0,0
car wash,1,0,1,1
card game,0,0,1,1
card reader,0,0,1,1
cargo capacity,0,0,0,0
cargo facility,0,0,0,0
cargo shipping,0,0,0,0
cargo transport,0,0,0,0
carnival crowd,0,0,0,0
carnival people,0,0,0,0
case law,x,x,1,x
case study,1,1,1,1
cash crop,x,x,1,x
cash flow,x,1,1,1
cash machine,1,x,1,0
cast iron,x,1,1,x
cast member,1,1,0,1
cat fight,x,x,x,x
cat flap,1,x,1,1
catch phrase,x,x,x,x
cell phone,x,1,x,x
cell types,0,0,0,0
center row,0,0,0,0
chain smoker,x,x,x,x
charge card,0,x,0,1
charity event,0,0,0,0
cheek teeth,x,x,1,x
chess talent,0,0,0,0
chicken breast,0,0,1,1
child abuse,1,1,1,1
child care,0,1,1,0
chili pepper,0,1,1,1
china clay,x,x,1,x
chip design,0,0,0,0
chip layer,0,0,0,0
chip performance,0,0,0,1
chip shop,1,1,0,0
chocolate bar,0,1,1,1
chocolate manufacturer,0,0,0,0
church member,0,0,0,0
cigarette smoke,0,0,0,0
circuit court,0,x,x,x
citation form,0,0,0,0
city centre,1,0,1,1
class member,0,0,0,0
class people,0,0,0,0
class player,0,0,0,0
class structure,0,0,0,0
client request,0,0,0,0
climate change,1,1,1,1
closing time,0,0,1,1
cloth makers,0,0,0,0
clothing store,0,0,0,0
club house,1,x,1,1
coast line,1,1,1,1
coconut plantation,0,0,0,0
code name,1,1,1,x
coffee bean,0,1,0,0
coffee break,0,0,1,1
coffee grinder,0,0,1,1
coffee machine,0,0,1,1
coffee plantation,0,0,0,0
college career,0,0,0,0
colony leaders,0,0,0,0
color television,0,0,1,0
column design,0,0,0,0
command line,x,1,x,x
community radio,1,0,1,0
company car,1,0,0,0
company contributions,0,0,0,0
company law,0,0,0,0
company office,0,0,0,0
company partners,0,1,0,0
company president,0,0,0,0
company store,0,0,0,0
company town,0,1,1,0
competition organizers,0,0,0,0
computer age,0,x,1,0
computer center,0,0,0,0
computer data,0,0,0,0
computer development,0,0,0,0
computer engineer,0,1,1,0
computer graphics,0,1,1,0
computer innovation,0,0,0,0
computer maker,0,0,0,0
computer market,0,0,0,0
computer network,0,1,1,1
computer simulation,0,0,0,0
computer terminal,0,0,x,0
computer usage,0,0,0,0
computer vision,1,1,1,1
con man,x,1,1,x
concentration camp,x,x,1,x
concentration requirements,0,0,0,0
cone clutch,1,1,1,1
confidence bounds,0,x,x,0
construction company,0,0,0,0
construction duty,0,0,0,0
construction industry,0,0,0,0
construction materials,0,0,0,0
construction site,0,1,1,0
consultation event,0,0,0,0
contact details,0,0,1,0
contact lens,x,x,1,x
control panel,1,1,1,1
control tower,0,1,1,1
convenience store,x,x,1,x
conveyor belt,1,1,1,1
core element,0,0,0,0
core idea,0,0,1,0
core strength,0,1,0,0
core value,0,0,1,0
corner piece,0,x,1,0
corresponding member,0,x,0,0
cotton industry,0,0,0,0
counting board,0,0,1,0
country access,0,0,0,0
country mountain,0,0,0,0
course format,0,0,0,0
course work,1,0,1,1
cover band,x,x,1,x
cover letter,x,1,x,1
cover song,x,x,0,0
cover story,x,1,1,x
crash course,x,x,1,x
credit card,1,1,1,1
crime lord,0,1,x,1
crime scene,1,1,1,1
cruise lines,x,1,x,0
crusader lord,0,0,0,0
crystal molecules,0,0,0,0
cult film,x,0,1,x
cut flowers,1,0,0,1
data analysis,1,1,0,1
data format,0,1,0,0
day care,x,1,x,x
day trip,1,1,1,1
death certificate,0,1,1,1
death notice,0,1,1,1
death penalty,1,1,1,1
death row,x,x,x,x
death sentence,x,1,1,1
death squad,1,1,x,1
debit card,1,1,1,1
debut album,0,0,0,0
deciding factor,0,0,0,0
degree name,0,0,0,0
depression study,0,0,0,0
design details,0,0,0,0
design theme,0,0,0,0
destination port,0,1,0,0
destroyer captain,0,1,x,0
developed part,0,0,0,0
development effort,0,0,0,0
development needs,0,1,0,0
development scheme,0,1,0,0
development system,0,1,0,0
direction keys,0,0,1,1
director credit,0,0,0,0
dirt road,x,0,1,x
disc clutch,1,1,1,0
disc set,0,0,0,0
discipline problem,0,0,0,0
discussion page,0,0,0,0
divided space,0,0,0,0
division alignment,0,x,0,0
dog meat,0,0,0,0
domain name,x,x,1,1
draft form,0,0,0,0
draft pick,0,x,x,1
dress code,x,1,1,x
drinking water,0,0,1,0
drug dealer,1,0,1,1
drug lord,x,1,x,1
education program,0,0,0,0
education supervision,0,0,0,0
education system,0,0,0,0
egg cell,0,1,1,0
emergency surgery,0,0,0,0
emergency transportation,0,0,0,0
emitting diode,0,x,0,0
employment contract,0,0,0,0
end product,0,1,1,0
end user,1,1,1,1
energy issues,0,0,0,0
energy loss,0,0,0,0
energy price,0,0,0,0
energy source,0,0,0,0
engagement ring,0,1,1,1
enterprise applications,0,0,0,0
enterprise level,0,1,0,0
entrance gates,0,0,0,0
entrance way,0,0,0,0
episode information,0,0,0,0
event notification,0,0,0,0
excavations parts,0,0,0,0
exchange rate,1,x,1,1
expiration date,0,0,1,1
eye contact,x,1,1,1
eye medication,0,0,0,0
face value,x,x,x,x
factory machines,0,0,0,0
fallen angel,x,x,1,x
family company,0,0,0,0
family estate,0,1,0,0
family name,0,0,1,1
family seat,x,x,1,x
family ties,x,0,1,x
family tree,x,x,x,x
father help,0,0,0,0
feature film,x,x,x,x
fellow inmate,0,0,0,0
fellow student,0,0,0,0
fencing coach,0,0,0,0
field goal,x,x,x,x
field trip,x,x,1,x
field use,0,x,0,0
field work,x,x,0,1
fight song,x,x,1,x
fighter jet,1,0,1,0
fighter pilot,1,1,0,0
fighting spirit,0,1,0,0
film credits,0,0,0,0
film director,0,0,0,0
film genre,0,0,0,0
film production,0,0,0,0
film unit,0,0,0,0
film world,0,0,0,0
finish line,1,1,1,1
fire alarm,0,1,1,1
fire brigade,0,x,1,1
fire department,0,x,1,1
fire drill,1,x,1,x
fire hazard,0,1,1,0
fire officer,0,1,1,0
fire power,x,1,x,x
fish head,0,0,0,0
flag stop,x,x,x,x
flash flood,x,1,x,1
flash memory,x,x,1,x
flea market,x,x,x,x
flight lessons,0,0,0,0
flight path,1,1,0,0
flight review,0,0,0,0
flip book,x,1,1,x
floating point,x,x,1,x
folk culture,0,0,0,0
folk medicine,0,1,1,1
folk singer,0,0,0,0
following buildings,0,0,0,0
food chain,x,x,x,x
food court,x,1,1,1
foot injury,0,0,0,0
football league,0,0,1,0
forest products,0,0,0,0
foundation policies,0,0,0,0
founding fathers,x,1,1,x
founding secretary,0,0,0,0
frame story,0,x,1,x
freelance work,0,0,0,0
freshman year,0,x,1,0
front line,x,x,x,x
front panel,0,0,1,x
gag rule,x,x,x,x
gang violence,0,0,0,0
gas chamber,1,1,1,x
gas flow,0,0,0,0
gas industry,0,0,0,0
gas leak,0,0,1,1
gas system,0,0,0,0
gathering place,0,0,0,0
ghost town,x,x,x,x
gift shop,0,1,1,1
girls hockey,0,0,0,0
girls school,0,0,0,0
glass box,0,0,0,0
glass tube,0,0,0,0
glee club,x,x,x,1
gold rush,x,x,x,x
golf course,1,1,0,1
goose bumps,x,x,x,x
goose fossil,0,0,0,0
governance issues,0,0,0,0
government agency,0,0,0,0
government approval,0,0,0,0
government charge,0,1,0,0
government efforts,0,0,0,0
government funding,0,0,0,0
government intelligence,0,1,0,0
government leaders,0,0,0,0
government minister,0,0,0,0
government opinion,0,0,0,0
government organizations,0,0,0,0
government permit,0,0,0,0
government power,0,0,0,0
government radio,0,0,0,0
government sources,0,0,0,0
government troops,0,0,0,0
government work,0,0,0,0
graduation day,0,1,0,0
grain requirements,0,0,0,0
grape leaves,0,0,0,0
grass roots,x,x,x,x
green card,0,x,1,x
green color,0,0,0,0
green tea,0,0,1,1
greenhouse gas,x,x,x,x
groin injury,0,0,0,0
ground floor,0,0,1,1
ground rule,x,x,x,x
ground unit,0,1,0,0
ground water,0,1,0,0
group stage,0,1,0,0
growth period,0,0,0,0
guerrilla warfare,1,1,1,0
guest appearance,x,1,0,x
guest book,x,1,1,x
guest house,x,0,1,1
guest star,x,1,1,x
guinea pig,x,x,x,x
gun dog,x,x,x,x
hair loss,0,0,1,1
hand injury,0,0,0,0
hard core,x,x,x,x
hard disk,x,x,x,x
hard drive,x,x,x,x
hate crimes,1,1,1,1
head injury,0,0,0,0
heart attack,0,1,1,1
heart beat,1,1,1,1
heart disease,0,0,0,0
heart muscle,0,0,0,0
heat index,0,1,1,1
heat wave,x,x,1,x
heavy metal,x,x,x,x
heightened level,0,0,0,0
high school,x,x,x,1
hip roof,x,x,1,1
home country,0,0,1,1
home front,x,x,x,x
home ground,x,x,1,x
home run,x,x,x,x
home town,0,1,1,1
home video,1,1,1,1
honor guard,0,1,x,1
horse trials,x,0,1,0
host country,1,0,1,1
house arrest,x,x,1,x
house keys,0,0,0,0
house painter,0,0,0,0
house plants,0,1,0,0
hype man,x,x,1,x
ice age,x,1,1,1
ice cube,0,1,1,1
ice sheet,0,1,1,1
icon artwork,0,0,0,0
illumination conditions,0,0,0,0
index finger,1,1,1,1
information technology,x,1,1,1
injury time,x,x,x,x
input box,0,1,0,0
inputs change,0,0,0,0
installation process,0,0,0,0
instruction set,0,0,0,0
instrument maker,0,0,0,0
intelligence agency,0,x,1,1
intelligence officer,0,1,0,0
intersection point,0,0,0,0
item information,0,0,0,0
jet lag,x,x,x,x
job performance,0,0,0,0
junk food,x,1,1,x
kernel sources,0,0,0,0
known one,0,0,0,0
lab explosion,0,0,0,0
labor union,x,1,1,0
lady chapel,x,x,1,x
land bridge,0,1,x,1
land claims,0,0,1,1
land grant,0,1,1,x
land mass,x,0,0,1
land survey,0,0,1,1
land taxation,0,0,0,0
language acquisition,0,0,1,0
language contact,0,x,1,1
language courses,0,0,0,0
language groups,0,0,0,0
language problems,0,0,0,0
language speakers,0,0,0,0
language understanding,0,0,0,0
language versions,0,0,0,0
law education,0,0,0,0
law school,0,0,0,0
lead time,x,x,1,x
leaf spring,x,x,x,x
leap year,x,x,x,x
learning process,0,0,0,0
learning style,0,0,0,0
lecture hall,0,0,1,1
lecture notes,0,0,1,1
library section,0,0,0,0
life change,0,0,0,0
life cycle,x,1,x,x
life expectancy,1,1,1,1
life jacket,1,x,1,x
life story,1,1,1,0
lift hill,x,x,x,x
liquor shop,0,0,0,0
liquor store,0,1,1,1
living conditions,0,0,0,0
lobby area,0,0,0,0
love life,x,x,1,0
love triangle,x,x,x,x
lump sum,x,x,x,x
luxury automobile,0,0,0,0
lyrics detail,0,0,0,0
machine gun,x,x,1,x
machine language,1,0,1,1
machine learning,x,1,1,x
magnifying glass,0,1,1,1
majority cases,0,0,0,0
mall entrance,0,0,0,0
mankind instruction,0,0,0,0
mansion house,0,1,0,0
map elements,0,0,0,0
mapping process,0,1,0,0
market conditions,0,1,0,0
market place,x,1,1,1
mass destruction,0,1,0,1
mass media,x,1,1,x
master plan,x,1,1,x
maximum sensitivity,0,0,0,0
meat animals,0,1,1,1
meat consumption,0,0,0,0
media commentators,0,0,0,0
media player,0,1,1,1
media relations,0,x,0,0
media support,0,1,0,0
media technologies,0,0,0,0
melting point,1,1,1,1
member nations,0,1,0,0
members return,0,0,0,0
memory issue,0,0,0,0
memory leak,1,1,1,x
memory utilization,0,0,0,0
metro area,0,1,0,0
million dollar,0,1,x,0
mind map,x,x,x,x
mission change,0,0,0,0
mission control,1,1,1,1
morning glory,x,x,x,x
mother tongue,x,1,x,x
mountain bike,1,1,1,1
mountain goat,1,1,1,1
mountain range,0,1,1,1
mouth movements,0,0,0,0
movie list,0,0,0,0
movie star,0,1,1,x
muscle contractions,0,0,0,0
music school,0,0,0,0
muslim countries,0,0,0,0
mystery story,0,0,0,0
navy blue,x,1,1,x
nerve agent,1,x,x,x
network data,0,1,0,0
neural network,0,1,1,x
news anchor,x,x,x,x
news source,0,0,0,0
nightclub goer,0,0,0,0
noise pollution,0,1,1,1
noodle preparation,0,0,0,0
north bank,0,x,0,0
numerical calculations,0,0,0,0
nursery stock,0,x,1,x
ocean floor,1,0,1,1
office building,0,0,0,0
oil company,0,0,0,0
oil storage,0,0,0,0
open market,0,x,1,1
open source,x,x,1,x
opening match,0,x,0,0
operating system,x,x,x,x
opposition member,0,0,0,0
opposition players,0,0,0,0
opposition protesters,0,0,0,0
opposition radio,0,0,0,0
optical fiber,x,x,x,1
order execution,0,0,0,0
organized crime,x,1,1,1
output information,0,0,0,0
pagan family,0,0,0,0
pagan people,0,0,0,0
pain killer,1,1,1,1
pamphlet form,0,1,0,0
panic attack,x,1,1,x
papal approval,0,1,0,0
paper card,0,0,0,0
paper certificate,0,0,0,0
paper plate,0,0,1,0
park bench,0,0,0,0
particle model,0,0,0,0
particle physics,1,1,1,1
party list,0,0,0,0
pashtun tribe,0,0,0,0
patron saint,0,1,1,1
pattern recognition,0,0,1,1
peace settlement,0,1,0,0
pen name,x,x,x,x
people flock,0,0,0,0
people skills,x,x,x,x
pepper spray,x,1,1,x
performance space,0,0,0,0
period laws,0,x,1,0
petroleum fires,0,0,0,0
petroleum investment,0,0,0,0
petroleum pipelines,0,0,0,0
petroleum product,0,0,0,0
phone call,1,1,1,1
physics community,0,0,0,0
physics lab,0,0,0,0
piano lesson,0,0,0,0
picnic lunch,0,0,0,0
picture elements,0,0,0,0
pig iron,x,x,x,x
pilot error,0,1,0,0
pipe system,0,0,0,0
pit stop,1,x,x,1
plane spotter,1,1,0,0
plantation owner,0,0,0,0
player images,0,0,0,0
player skill,0,0,0,0
playing career,0,1,0,0
playing field,0,0,0,0
playing time,0,1,0,0
plot structure,0,0,0,0
point guard,x,x,x,x
police radar,0,0,0,0
pool facility,0,0,0,0
pool water,0,0,0,0
pop singer,0,0,0,0
pornography industry,0,0,0,0
position paper,0,x,x,x
positive reinforcement,0,1,1,1
post office,1,1,1,1
potato peeler,0,0,0,0
power base,0,x,x,0
power train,x,x,x,x
power vacuum,1,x,1,0
presentation area,0,0,0,0
pressure area,0,1,0,0
pressure difference,0,0,0,0
pressure group,1,x,1,1
price hike,0,0,1,0
price increase,0,0,0,0
price point,x,x,x,x
processor utilization,0,0,0,0
produced versions,0,0,0,0
product range,0,1,0,0
program issues,0,0,0,0
property investment,0,0,0,0
property rights,0,1,0,0
protagonist role,0,0,0,0
publishing deal,0,0,0,0
publishing effort,0,0,0,0
punctuated rhythm,0,0,0,0
punk band,0,0,0,0
punk friend,0,0,0,0
puppet wolves,0,0,0,0
quality control,0,1,1,1
quality job,0,0,0,0
quality school,0,0,0,0
quality software,0,0,0,0
quarter finals,0,1,1,1
quarter section,x,0,x,x
rabbit meat,0,0,0,0
race car,0,0,1,0
race conditions,0,0,x,0
radio audience,0,0,0,0
radio program,0,0,0,0
radio service,0,0,0,0
radio station,0,0,1,1
radio version,0,0,1,0
rail network,0,0,0,0
railway commission,0,0,0,0
railway construction,0,0,0,0
railway police,0,0,0,0
railway regulations,0,0,0,0
rain forest,x,x,1,x
rap group,0,0,0,0
real estate,x,x,x,x
rebel barons,0,0,1,0
record company,1,x,0,0
recording location,0,0,0,0
recording quality,0,0,0,0
reference number,0,1,1,0
reinforcement learning,0,1,1,1
relativity textbook,0,0,0,0
release date,0,0,1,0
relief operation,0,1,0,0
replacement list,0,0,0,0
research work,0,0,0,0
reserve balances,0,0,0,0
resistance groups,0,0,0,0
resistance movements,0,0,0,0
resource management,0,0,0,0
resting posture,0,0,0,0
return flight,1,0,1,1
return trip,1,0,1,1
review process,0,0,0,0
rice consumption,0,0,0,0
rice field,0,0,0,0
rice shop,0,0,0,0
ring road,1,1,1,1
ringing phone,0,0,0,0
risk factor,1,1,1,1
rocky ground,1,0,0,0
role model,x,x,1,x
roll cage,x,x,1,x
roller coaster,x,x,x,x
root cause,1,x,1,0
root channel,0,0,0,0
root structure,0,1,0,0
round trip,x,1,x,x
running time,0,1,1,0
rush hour,1,x,x,1
safety arrangements,0,0,0,0
safety implications,0,0,0,0
safety improvements,0,0,0,0
salary cap,0,x,1,x
salt marsh,x,1,1,1
scale model,0,1,1,1
scholarship recipient,0,0,0,0
school alumni,0,0,0,0
school board,0,0,0,0
school bus,1,1,0,0
school clothes,0,0,0,0
school contract,0,0,0,0
school day,1,0,0,0
school district,0,0,0,0
school friend,0,0,0,0
school mates,0,0,1,1
school program,0,0,0,0
school record,0,x,1,1
school scholarship,0,0,0,0
science fiction,1,1,1,1
screen shot,x,1,1,1
search engine,x,x,1,1
seat belt,1,1,1,1
secured installation,0,0,0,0
security agreements,0,0,0,0
security authorities,0,0,0,0
security guard,0,0,1,1
security matters,0,0,0,0
security reasons,0,0,0,0
security registration,0,1,0,0
security relation,0,0,0,0
security situation,0,0,0,0
semiconductor manufacturer,0,0,0,0
service area,0,0,0,0
serving officer,0,0,0,0
sewing machine,0,1,1,1
sex education,1,0,0,0
sex life,x,x,1,x
sheet music,x,1,1,1
shelf life,x,x,x,x
shift work,1,0,1,1
shock wave,x,1,x,x
short film,1,0,1,1
short notice,0,1,1,1
short story,0,0,1,1
shot put,x,x,x,x
side doorway,0,0,0,0
side effect,x,x,1,1
side kick,x,x,x,1
side pocket,0,0,1,0
side role,0,0,0,0
sign language,1,1,1,1
signal box,0,x,1,x
silver age,x,x,x,x
silver atoms,0,0,0,0
silver medal,0,0,0,1
silver piece,0,0,0,0
simulation noise,0,0,x,0
singing group,0,0,0,0
sister ship,x,x,x,x
site name,0,0,0,0
site replacements,0,0,0,0
ski resort,1,1,1,1
skin care,0,1,1,1
skin cell,0,1,0,0
skin change,0,0,0,0
slate roof,0,0,1,1
snub cube,x,x,x,x
soap opera,x,x,x,x
soft drink,x,x,1,x
software vendor,0,0,0,0
soil surface,0,0,0,0
song competition,0,0,0,0
sorcery stories,0,0,0,0
soul mate,x,x,1,x
south division,0,0,0,0
southeast coast,0,0,0,0
southeast part,0,0,0,0
space race,x,x,x,x
space theme,0,0,0,0
speech recognition,0,0,1,1
speed bump,x,x,1,x
speed limit,1,1,1,1
spending reductions,0,0,0,0
splash guard,0,0,1,1
splinter group,x,x,1,x
spoken language,0,0,1,0
sports day,0,0,1,0
sports stadium,0,0,0,0
spring water,0,1,0,0
square root,x,x,x,x
stage name,x,1,x,x
stamp collection,0,0,0,0
star shell,x,x,1,x
state approval,0,1,0,0
state enterprise,0,0,0,0
state funds,0,0,0,0
state oil,0,0,0,0
state police,0,0,0,0
state president,0,0,0,0
state product,0,0,0,0
state radio,0,0,0,0
steel industry,0,0,0,0
steel tube,0,0,0,0
stem cell,x,1,1,1
stick figure,x,1,x,x
stimulant medication,0,0,0,0
stock company,0,0,0,0
stone tablet,0,0,0,0
stop word,x,x,x,x
storage capacity,0,0,1,0
story arc,x,x,x,x
story line,x,x,x,x
straw man,x,x,x,x
straw poll,x,x,x,x
strip club,1,1,1,1
stroke cases,0,0,0,0
student death,0,0,0,0
student film,0,0,0,0
student groups,0,0,0,0
student newspaper,0,0,0,0
student residence,0,0,0,0
substance abuse,x,0,1,0
substance use,0,0,0,0
subway cars,0,0,0,0
sugar cube,0,1,1,1
suicide note,1,1,1,1
sun god,0,1,0,1
sun screen,x,x,1,x
sun time,0,0,0,0
support group,0,0,1,1
supporting act,x,1,x,x
surface area,0,1,0,1
surface waters,0,0,1,0
survey area,0,0,0,0
sweat pants,x,x,x,x
system engineer,0,0,1,1
tag line,x,x,x,x
tag team,x,x,x,x
tail section,0,1,1,0
tap water,0,0,1,0
tape recorder,0,1,1,1
target cell,0,x,0,0
target language,1,0,1,1
task declaration,0,0,0,0
tax base,0,1,x,x
tax haven,x,x,x,x
taxation regulation,0,0,0,0
teaching career,0,0,0,0
teaching position,0,0,0,0
teddy bear,x,x,x,1
telephone use,0,0,0,0
television channel,0,0,0,0
television company,0,0,0,0
television programme,0,0,1,0
television projects,0,0,0,0
television shows,0,0,0,0
television viewer,0,0,0,0
television work,0,0,0,0
test case,1,1,1,1
test division,0,0,0,0
theme park,x,x,1,1
think tank,x,x,x,x
threshold issue,0,0,0,0
thrilling action,0,0,0,0
time bomb,0,x,1,1
time frame,x,x,x,x
time limit,0,1,1,0
time line,x,1,1,x
time machine,1,1,1,1
time scale,0,1,1,1
time span,0,0,1,1
time trial,x,1,1,x
time zone,x,1,1,1
title character,1,0,1,x
toilet paper,0,1,1,1
toilet seat,0,0,1,1
top dog,x,x,x,x
top notch,x,x,x,x
touch screen,1,1,1,x
tour guide,1,0,1,1
town centre,1,0,0,0
track selection,0,0,0,0
trade agreement,0,1,0,1
trade area,0,0,0,0
trade card,0,1,1,1
trade deal,0,0,0,0
train crash,0,0,0,0
train interior,0,0,0,0
training members,0,0,0,0
tram system,0,0,0,0
transformation industry,0,1,0,0
translation memory,0,x,0,1
translations date,0,0,0,0
transmission shaft,0,x,1,1
transmission system,0,0,0,0
transport activity,0,0,0,0
trash heap,0,0,0,0
trust fund,x,1,x,x
trust issues,0,1,1,1
tube form,0,0,0,0
turquoise color,0,0,0,0
twentieth century,0,0,0,0
twin brothers,0,0,0,0
twin sons,0,0,0,0
umbrella organization,x,x,x,x
umbrella term,x,x,x,x
unbroken period,0,0,0,0
undulating course,0,1,0,0
universe humans,0,0,0,0
user interfaces,0,1,1,1
vacuum cleaner,1,x,x,1
vantage point,x,0,1,1
vector space,0,x,1,1
vice president,0,x,1,1
video circuit,0,1,0,0
video clip,0,1,1,1
video club,0,x,1,1
video game,x,1,1,1
video history,0,0,0,0
video output,0,1,0,0
video tape,0,0,1,1
village community,0,0,0,0
village development,0,0,0,0
visual arts,1,1,1,1
voice control,0,1,1,0
voice mail,1,1,1,1
voice recognition,0,0,1,1
volunteer army,0,0,0,0
war effort,0,1,0,0
waste water,0,0,1,1
water molecule,0,0,0,0
water park,x,x,1,1
water pollution,0,0,0,0
water resources,0,0,0,0
water sports,1,0,1,0
water transfer,0,0,0,0
wear clothes,0,0,0,0
web application,0,1,1,1
web forms,0,0,0,0
web page,0,1,1,1
web site,x,x,1,1
wedding feast,0,1,0,0
wedding preparations,0,0,0,0
wedding ring,1,1,1,1
weight loss,0,0,1,1
west part,0,0,0,0
west side,0,1,0,0
wind direction,0,0,0,0
wind farm,x,1,1,x
wind power,0,0,0,0
wind sensors,0,0,0,0
winning competitor,0,0,0,0
wish list,1,1,1,1
wolf pack,0,1,x,x
women dress,0,0,0,0
word order,0,0,1,1
word processor,x,x,1,0
work colleague,0,0,0,0
worker rights,0,0,0,0
world champion,0,1,1,1
world record,x,x,1,1
world tour,0,0,0,0
world view,0,x,1,1
wrestling credentials,0,0,0,0
wrestling fan,0,0,0,0
wrestling program,0,0,0,0
writing style,0,0,0,0
writing system,0,x,0,0
youth crime,0,0,1,0
youth group,0,0,0,0
youth hostel,1,1,1,1
youth movement,0,0,1,0
youth wing,0,0,x,x
zip code,x,x,x,x
